episode_id,round,condition,hidden_target_type,initial_target_type,final_target_type,swap_condition,rounds_since_swap,primary_strategy,probe_pred,probe_p_fairness,probe_p_risk,probe_p_expertise,probe_matches_active,probe_matches_initial,probe_matches_final,behaviour_matches_final,behaviour_matches_initial,probe_p_final,bayes_pred,bayes_p_final,bayes_matches_final
no_history-001-fairness,6,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999153412924584,8.338351655331366e-05,1.2751909882789146e-06,1,1,1,0,0,0.9999153412924584,fairness,0.3333333333333333,1
no_history-001-fairness,7,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999925118152617,4.999963303603898e-06,2.488221434723384e-06,1,1,1,0,0,0.9999925118152617,fairness,0.3333333333333333,1
no_history-001-fairness,8,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999815965268842,1.3322358948860436e-05,5.081114167047796e-06,1,1,1,0,0,0.9999815965268842,fairness,0.3333333333333333,1
no_history-001-risk,1,no_history,risk,risk,risk,False,,expertise,risk,8.391490627740226e-06,0.9999901482757028,1.46023366971074e-06,1,1,1,0,0,0.9999901482757028,fairness,0.3333333333333333,0
no_history-001-risk,2,no_history,risk,risk,risk,False,,expertise,risk,1.544225211472666e-05,0.9999844396580729,1.1808981216467485e-07,1,1,1,0,0,0.9999844396580729,fairness,0.3333333333333333,0
no_history-001-risk,3,no_history,risk,risk,risk,False,,expertise,risk,0.00018112116011280563,0.9998180920037133,7.868361738151555e-07,1,1,1,0,0,0.9998180920037133,fairness,0.3333333333333333,0
no_history-001-risk,4,no_history,risk,risk,risk,False,,expertise,risk,5.155543253503045e-08,0.9999998792915895,6.915297798370004e-08,1,1,1,0,0,0.9999998792915895,fairness,0.3333333333333333,0
no_history-001-risk,5,no_history,risk,risk,risk,False,,expertise,risk,1.1102254071591796e-08,0.9999999711250858,1.777266013073593e-08,1,1,1,0,0,0.9999999711250858,fairness,0.3333333333333333,0
no_history-001-risk,6,no_history,risk,risk,risk,False,,expertise,risk,1.2905848558669375e-07,0.9999997971753455,7.376616901494216e-08,1,1,1,0,0,0.9999997971753455,fairness,0.3333333333333333,0
no_history-001-risk,7,no_history,risk,risk,risk,False,,expertise,risk,1.931282310499905e-09,0.9999997906891179,2.0737959977253306e-07,1,1,1,0,0,0.9999997906891179,fairness,0.3333333333333333,0
no_history-001-risk,8,no_history,risk,risk,risk,False,,expertise,risk,5.986164029389357e-08,0.9999671480180372,3.279212032251303e-05,1,1,1,0,0,0.9999671480180372,fairness,0.3333333333333333,0
no_history-002-expertise,1,no_history,expertise,expertise,expertise,False,,fairness,expertise,3.3257314670678745e-05,6.776613075533042e-10,0.999966742007668,1,1,1,0,0,0.999966742007668,fairness,0.3333333333333333,0
no_history-002-expertise,2,no_history,expertise,expertise,expertise,False,,fairness,expertise,1.5249014919706542e-06,2.1417771699411419e-07,0.999998260920791,1,1,1,0,0,0.999998260920791,fairness,0.3333333333333333,0
no_history-002-expertise,3,no_history,expertise,expertise,expertise,False,,fairness,expertise,0.00012086451662013193,7.032417036245084e-07,0.9998784322416762,1,1,1,0,0,0.9998784322416762,fairness,0.3333333333333333,0
no_history-002-expertise,4,no_history,expertise,expertise,expertise,False,,fairness,expertise,3.042597628909767e-05,5.595144909629711e-09,0.9999695684285661,1,1,1,0,0,0.9999695684285661,fairness,0.3333333333333333,0
no_history-002-expertise,5,no_history,expertise,expertise,expertise,False,,fairness,expertise,4.6278862301909225e-05,7.312250057761481e-09,0.9999537138254481,1,1,1,0,0,0.9999537138254481,fairness,0.3333333333333333,0
no_history-002-expertise,6,no_history,expertise,expertise,expertise,False,,fairness,expertise,0.0004084967558852057,4.4208055111591617e-08,0.9995914590360597,1,1,1,0,0,0.9995914590360597,fairness,0.3333333333333333,0
no_history-002-expertise,7,no_history,expertise,expertise,expertise,False,,fairness,expertise,2.149428987870966e-05,3.0648278588525136e-07,0.9999781992273353,1,1,1,0,0,0.9999781992273353,fairness,0.3333333333333333,0
no_history-002-expertise,8,no_history,expertise,expertise,expertise,False,,fairness,expertise,7.78740419650124e-05,5.433593538296924e-07,0.999921582598681,1,1,1,0,0,0.999921582598681,fairness,0.3333333333333333,0
no_history-002-fairness,1,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999986799503419,4.7185995616302705e-07,8.481897018220968e-07,1,1,1,0,0,0.9999986799503419,fairness,0.3333333333333333,1
no_history-002-fairness,2,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999473404716088,5.2617480388828503e-05,4.204800235919619e-08,1,1,1,0,0,0.9999473404716088,fairness,0.3333333333333333,1
no_history-002-fairness,3,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999992933046624,6.766195756321077e-07,3.007576205029996e-08,1,1,1,0,0,0.9999992933046624,fairness,0.3333333333333333,1
no_history-002-fairness,4,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999728880119545,2.6402593905846125e-05,7.093941396055659e-07,1,1,1,0,0,0.9999728880119545,fairness,0.3333333333333333,1
no_history-002-fairness,5,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999992066583793,7.893887191473679e-07,3.95290161363375e-09,1,1,1,0,0,0.9999992066583793,fairness,0.3333333333333333,1
no_history-002-fairness,6,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9998820754721799,9.669155721165697e-05,2.123297060845402e-05,1,1,1,0,0,0.9998820754721799,fairness,0.3333333333333333,1
no_history-002-fairness,7,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999902147472863,9.054361221400654e-06,7.308914922019506e-07,1,1,1,0,0,0.9999902147472863,fairness,0.3333333333333333,1
no_history-002-fairness,8,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9996324978358431,0.0003665685676769226,9.335964800562868e-07,1,1,1,0,0,0.9996324978358431,fairness,0.3333333333333333,1
no_history-002-risk,1,no_history,risk,risk,risk,False,,expertise,risk,5.1105732359577684e-08,0.9999607227412928,3.922615297479307e-05,1,1,1,0,0,0.9999607227412928,fairness,0.3333333333333333,0
no_history-002-risk,2,no_history,risk,risk,risk,False,,expertise,risk,1.979374693711481e-07,0.9999995688186266,2.332439039763308e-07,1,1,1,0,0,0.9999995688186266,fairness,0.3333333333333333,0
no_history-002-risk,3,no_history,risk,risk,risk,False,,expertise,risk,3.105910226500152e-08,0.9999977588933103,2.2100475873786665e-06,1,1,1,0,0,0.9999977588933103,fairness,0.3333333333333333,0
no_history-002-risk,4,no_history,risk,risk,risk,False,,expertise,risk,1.9609395417507882e-09,0.9999999934139665,4.6250937886224584e-09,1,1,1,0,0,0.9999999934139665,fairness,0.3333333333333333,0
no_history-002-risk,5,no_history,risk,risk,risk,False,,expertise,risk,1.593869489617938e-08,0.9999988512659437,1.1327953613664159e-06,1,1,1,0,0,0.9999988512659437,fairness,0.3333333333333333,0
no_history-002-risk,6,no_history,risk,risk,risk,False,,expertise,risk,6.723074324859367e-09,0.9999999814654551,1.181147043313534e-08,1,1,1,0,0,0.9999999814654551,fairness,0.3333333333333333,0
no_history-002-risk,7,no_history,risk,risk,risk,False,,expertise,risk,2.708783873935786e-07,0.999999718280055,1.0841557679474956e-08,1,1,1,0,0,0.999999718280055,fairness,0.3333333333333333,0
no_history-002-risk,8,no_history,risk,risk,risk,False,,expertise,risk,1.2830566478104544e-07,0.9999992259260052,6.457683300672112e-07,1,1,1,0,0,0.9999992259260052,fairness,0.3333333333333333,0
no_history-003-expertise,1,no_history,expertise,expertise,expertise,False,,expertise,expertise,0.00032102413809376927,1.8671952504865642e-05,0.9996603039094013,1,1,1,1,1,0.9996603039094013,fairness,0.3333333333333333,0
no_history-003-expertise,2,no_history,expertise,expertise,expertise,False,,expertise,expertise,6.076327215201934e-08,1.0022459494832859e-05,0.999989916777233,1,1,1,1,1,0.999989916777233,fairness,0.3333333333333333,0
no_history-003-expertise,3,no_history,expertise,expertise,expertise,False,,expertise,expertise,2.986768191393001e-09,1.174064488682577e-09,0.9999999958391672,1,1,1,1,1,0.9999999958391672,fairness,0.3333333333333333,0
no_history-003-expertise,4,no_history,expertise,expertise,expertise,False,,expertise,expertise,8.48256581905437e-09,1.751037690297235e-07,0.9999998164136652,1,1,1,1,1,0.9999998164136652,fairness,0.3333333333333333,0
no_history-003-expertise,5,no_history,expertise,expertise,expertise,False,,expertise,expertise,1.192904344534329e-07,2.615732062771226e-06,0.9999972649775027,1,1,1,1,1,0.9999972649775027,fairness,0.3333333333333333,0
no_history-003-expertise,6,no_history,expertise,expertise,expertise,False,,expertise,expertise,1.5549065258696415e-08,1.823505123185782e-06,0.9999981609458114,1,1,1,1,1,0.9999981609458114,fairness,0.3333333333333333,0
no_history-003-expertise,7,no_history,expertise,expertise,expertise,False,,expertise,expertise,8.654731414106587e-11,1.0315425299915533e-07,0.9999998967591996,1,1,1,1,1,0.9999998967591996,fairness,0.3333333333333333,0
no_history-003-expertise,8,no_history,expertise,expertise,expertise,False,,expertise,expertise,3.154668028328097e-10,1.2335491590121062e-07,0.9999998763296174,1,1,1,1,1,0.9999998763296174,fairness,0.3333333333333333,0
no_history-003-fairness,1,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9993844198719014,1.5954238722116075e-06,0.0006139847042261808,1,1,1,0,0,0.9993844198719014,fairness,0.3333333333333333,1
no_history-003-fairness,2,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999966539644335,3.335917720107203e-06,1.011784637104228e-08,1,1,1,0,0,0.9999966539644335,fairness,0.3333333333333333,1
no_history-003-fairness,3,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999952984359581,4.083673701542374e-06,6.178903401352352e-07,1,1,1,0,0,0.9999952984359581,fairness,0.3333333333333333,1
no_history-003-fairness,4,no_history,fairness,fairness,fairness,False,,risk,fairness,0.999999466385524,5.330266397321932e-07,5.878363765398103e-10,1,1,1,0,0,0.999999466385524,fairness,0.3333333333333333,1
no_history-003-fairness,5,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999996284572333,2.9288365905553296e-07,7.865910752423426e-08,1,1,1,0,0,0.9999996284572333,fairness,0.3333333333333333,1
no_history-003-fairness,6,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999982542692731,3.3167950033694457e-07,1.414051226463265e-06,1,1,1,0,0,0.9999982542692731,fairness,0.3333333333333333,1
no_history-003-fairness,7,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999995602471616,2.175843158129645e-07,2.2216852242442047e-07,1,1,1,0,0,0.9999995602471616,fairness,0.3333333333333333,1
no_history-003-fairness,8,no_history,fairness,fairness,fairness,False,,risk,fairness,0.9999997266719162,1.2558527197252726e-07,1.477428117366345e-07,1,1,1,0,0,0.9999997266719162,fairness,0.3333333333333333,1
no_history-003-risk,1,no_history,risk,risk,risk,False,,expertise,risk,6.5632680713123775e-06,0.999974232311788,1.920442014063285e-05,1,1,1,0,0,0.999974232311788,fairness,0.3333333333333333,0
no_history-003-risk,2,no_history,risk,risk,risk,False,,expertise,risk,8.430649716302474e-08,0.9999415523019425,5.836339156047837e-05,1,1,1,0,0,0.9999415523019425,fairness,0.3333333333333333,0
no_history-003-risk,3,no_history,risk,risk,risk,False,,expertise,risk,7.518138773058242e-05,0.9999143006085068,1.0518003762713479e-05,1,1,1,0,0,0.9999143006085068,fairness,0.3333333333333333,0
no_history-003-risk,4,no_history,risk,risk,risk,False,,expertise,risk,6.285101438759739e-07,0.999998720158451,6.513314052178051e-07,1,1,1,0,0,0.999998720158451,fairness,0.3333333333333333,0
no_history-003-risk,5,no_history,risk,risk,risk,False,,expertise,risk,0.011502985526538783,0.9884700239201972,2.6990553264043294e-05,1,1,1,0,0,0.9884700239201972,fairness,0.3333333333333333,0
no_history-003-risk,6,no_history,risk,risk,risk,False,,expertise,risk,6.336150752406915e-07,0.9999864688608517,1.2897524073077112e-05,1,1,1,0,0,0.9999864688608517,fairness,0.3333333333333333,0
no_history-003-risk,7,no_history,risk,risk,risk,False,,expertise,risk,3.1195726286948086e-05,0.9999683637076227,4.40566090460026e-07,1,1,1,0,0,0.9999683637076227,fairness,0.3333333333333333,0
no_history-003-risk,8,no_history,risk,risk,risk,False,,expertise,risk,6.525647084420349e-07,0.9999971778134762,2.1696218152243464e-06,1,1,1,0,0,0.9999971778134762,fairness,0.3333333333333333,0
random_target-000-expertise,1,random_target,expertise,expertise,expertise,False,,fairness,expertise,1.2844454565207781e-08,5.958942593020283e-11,0.999999987095956,1,1,1,0,0,0.999999987095956,fairness,0.3333333333333333,0
random_target-000-expertise,2,random_target,expertise,expertise,expertise,False,,risk,expertise,7.242710207622808e-08,1.184029336645433e-08,0.9999999157326045,1,1,1,0,0,0.9999999157326045,risk,0.41966561786679085,0
random_target-000-expertise,3,random_target,expertise,expertise,expertise,False,,risk,expertise,6.3473544793386084e-09,2.5661493941326033e-09,0.9999999910864962,1,1,1,0,0,0.9999999910864962,risk,0.2932080467988617,0
random_target-000-expertise,4,random_target,expertise,expertise,expertise,False,,risk,expertise,1.0199710967045647e-06,2.8053106600723522e-08,0.9999989519757967,1,1,1,0,0,0.9999989519757967,risk,0.203194187692038,0
random_target-000-expertise,5,random_target,expertise,expertise,expertise,False,,expertise,expertise,7.2688067577129e-09,1.1917982779975868e-07,0.9999998735513655,1,1,1,1,1,0.9999998735513655,expertise,0.3763966431254329,1
random_target-000-expertise,6,random_target,expertise,expertise,expertise,False,,fairness,expertise,1.8750159552603e-08,6.808107568896003e-11,0.9999999811817594,1,1,1,0,0,0.9999999811817594,risk,0.18008685190054718,0
random_target-000-expertise,7,random_target,expertise,expertise,expertise,False,,risk,expertise,7.038082040802394e-10,1.1129476798134449e-12,0.9999999992950788,1,1,1,0,0,0.9999999992950788,risk,0.2507744382564903,0
random_target-000-expertise,8,random_target,expertise,expertise,expertise,False,,risk,expertise,8.464487583376012e-08,1.0338451315564584e-06,0.9999988815099925,1,1,1,0,0,0.9999988815099925,risk,0.17905067659408153,0
random_target-000-fairness,1,random_target,fairness,fairness,fairness,False,,risk,fairness,0.9999302037874314,7.614129249719342e-06,6.218208331907782e-05,1,1,1,0,0,0.9999302037874314,fairness,0.3333333333333333,1
random_target-000-fairness,2,random_target,fairness,fairness,fairness,False,,expertise,fairness,0.9999827789465533,1.4696813377893089e-05,2.5242400686063773e-06,1,1,1,0,0,0.9999827789465533,fairness,0.41966561786679085,1
random_target-000-fairness,3,random_target,fairness,fairness,fairness,False,,expertise,fairness,0.9999853049813406,8.525031247987781e-06,6.169987411292953e-06,1,1,1,0,0,0.9999853049813406,expertise,0.2932080467988617,0
random_target-000-fairness,4,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999902924453428,6.161996567341739e-06,3.5455580898962298e-06,1,1,1,1,1,0.9999902924453428,fairness,0.46189619249023045,1
random_target-000-fairness,5,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999916873123562,1.6757387549422245e-06,6.636948888717576e-06,1,1,1,1,1,0.9999916873123562,fairness,0.5978293116260788,1
random_target-000-fairness,6,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999927497262275,5.550563688732262e-06,1.699710083865353e-06,1,1,1,1,1,0.9999927497262275,fairness,0.6946686915649851,1
random_target-000-fairness,7,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999995646416994,2.0453269553473775e-08,4.1490503104768396e-07,1,1,1,1,1,0.9999995646416994,fairness,0.7535822096962069,1
random_target-000-fairness,8,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.999998079705809,1.521447392213016e-06,3.9884679875482164e-07,1,1,1,1,1,0.999998079705809,fairness,0.7860455024396599,1
random_target-000-risk,1,random_target,risk,risk,risk,False,,fairness,risk,1.8418275851657837e-07,0.9999998149662306,8.51010781146272e-10,1,1,1,0,0,0.9999998149662306,fairness,0.3333333333333333,0
random_target-000-risk,2,random_target,risk,risk,risk,False,,fairness,risk,9.875401721768612e-08,0.9999998878735198,1.3372462894057117e-08,1,1,1,0,0,0.9999998878735198,fairness,0.2567070016638839,0
random_target-000-risk,3,random_target,risk,risk,risk,False,,risk,risk,5.245689073730307e-07,0.9999994737185637,1.712528901217792e-09,1,1,1,1,1,0.9999994737185637,risk,0.38106605675835653,1
random_target-000-risk,4,random_target,risk,risk,risk,False,,risk,risk,3.587018451594061e-08,0.9999999631736378,9.561776425883184e-10,1,1,1,1,1,0.9999999631736378,risk,0.5304959745396997,1
random_target-000-risk,5,random_target,risk,risk,risk,False,,risk,risk,4.289653104636836e-08,0.9999999569656227,1.378460989158901e-10,1,1,1,1,1,0.9999999569656227,risk,0.6490017456007116,1
random_target-000-risk,6,random_target,risk,risk,risk,False,,expertise,risk,1.3889840395599906e-08,0.9999997847752234,2.0133493619548607e-07,1,1,1,0,0,0.9999997847752234,expertise,0.352866041024295,0
random_target-000-risk,7,random_target,risk,risk,risk,False,,expertise,risk,2.732347582337935e-08,0.9999998970192432,7.565728116273815e-08,1,1,1,0,0,0.9999998970192432,expertise,0.2643238574330946,0
random_target-000-risk,8,random_target,risk,risk,risk,False,,fairness,risk,1.7140743306545183e-08,0.9999999726367338,1.022252300705357e-08,1,1,1,0,0,0.9999999726367338,risk,0.3998892042957313,1
random_target-001-expertise,1,random_target,expertise,expertise,expertise,False,,expertise,expertise,1.2137653165259937e-07,9.820743239583757e-07,0.9999988965491443,1,1,1,1,1,0.9999988965491443,fairness,0.3333333333333333,0
random_target-001-expertise,2,random_target,expertise,expertise,expertise,False,,fairness,expertise,2.1005279311060547e-05,0.00014394906747295335,0.999835045653216,1,1,1,0,0,0.999835045653216,fairness,0.16066876426641838,0
random_target-001-expertise,3,random_target,expertise,expertise,expertise,False,,fairness,expertise,1.745326501562219e-06,1.7242792077353356e-06,0.9999965303942907,1,1,1,0,0,0.9999965303942907,fairness,0.14311207464993175,0
random_target-001-expertise,4,random_target,expertise,expertise,expertise,False,,risk,expertise,1.4836149325979213e-05,6.386407128209145e-05,0.999921299779392,1,1,1,0,0,0.999921299779392,risk,0.2510426360778628,0
random_target-001-expertise,5,random_target,expertise,expertise,expertise,False,,risk,expertise,5.3047677813203e-07,7.649501385968994e-07,0.9999987045730833,1,1,1,0,0,0.9999987045730833,risk,0.19097229028336576,0
random_target-001-expertise,6,random_target,expertise,expertise,expertise,False,,expertise,expertise,1.3811868751752324e-08,2.5453422239774353e-06,0.9999974408459072,1,1,1,1,1,0.9999974408459072,fairness,0.3293212680978831,0
random_target-001-expertise,7,random_target,expertise,expertise,expertise,False,,fairness,expertise,2.297290949173498e-07,6.47665417903778e-06,0.9999932936167261,1,1,1,0,0,0.9999932936167261,fairness,0.1589372110332174,0
random_target-001-expertise,8,random_target,expertise,expertise,expertise,False,,risk,expertise,1.5671999102441518e-07,8.881362937996479e-05,0.999911029650629,1,1,1,0,0,0.999911029650629,risk,0.24661219523416053,0
random_target-001-fairness,1,random_target,fairness,fairness,fairness,False,,expertise,fairness,0.9999991291886325,8.705733999794506e-07,2.37967455683996e-10,1,1,1,0,0,0.9999991291886325,fairness,0.3333333333333333,1
random_target-001-fairness,2,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.999998663273139,1.0075179502100212e-06,3.292089108125133e-07,1,1,1,1,1,0.999998663273139,fairness,0.41966561786679085,1
random_target-001-fairness,3,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999859787406489,1.3740595189897727e-05,2.8066416125327993e-07,1,1,1,1,1,0.9999859787406489,fairness,0.5636798785512066,1
random_target-001-fairness,4,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999975675049106,2.3415864126739197e-06,9.090867663223337e-08,1,1,1,1,1,0.9999975675049106,fairness,0.6720331781177475,1
random_target-001-fairness,5,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.999357054042556,0.0006424674708904671,4.784865534854332e-07,1,1,1,1,1,0.999357054042556,fairness,0.7404619340356943,1
random_target-001-fairness,6,random_target,fairness,fairness,fairness,False,,risk,fairness,0.9999999515292618,9.445872401002172e-09,3.902486599776377e-08,1,1,1,0,0,0.9999999515292618,fairness,0.44156090368366124,1
random_target-001-fairness,7,random_target,fairness,fairness,fairness,False,,risk,fairness,0.9999982652582666,1.6948607067565373e-06,3.988102653962356e-08,1,1,1,0,0,0.9999982652582666,risk,0.3284346764515378,0
random_target-001-fairness,8,random_target,fairness,fairness,fairness,False,,expertise,fairness,0.9999754054413565,2.3507359400294692e-05,1.0871992432605554e-06,1,1,1,0,0,0.9999754054413565,fairness,0.4648206383984379,1
random_target-001-risk,1,random_target,risk,risk,risk,False,,risk,risk,1.2371519830699029e-05,0.9999487995247678,3.8828955401725014e-05,1,1,1,1,1,0.9999487995247678,fairness,0.3333333333333333,0
random_target-001-risk,2,random_target,risk,risk,risk,False,,risk,risk,5.282303321465752e-05,0.9999455461856134,1.6307811719926543e-06,1,1,1,1,1,0.9999455461856134,risk,0.48658599667223235,1
random_target-001-risk,3,random_target,risk,risk,risk,False,,risk,risk,3.995211331470258e-08,0.999999902615229,5.7432657610325225e-08,1,1,1,1,1,0.999999902615229,risk,0.6168304017472603,1
random_target-001-risk,4,random_target,risk,risk,risk,False,,expertise,risk,4.041302842687577e-06,0.9999959411400501,1.755710710446405e-08,1,1,1,0,0,0.9999959411400501,fairness,0.32642655647225,0
random_target-001-risk,5,random_target,risk,risk,risk,False,,fairness,risk,1.84419238836338e-08,0.9999997311268748,2.5043120136388717e-07,1,1,1,0,0,0.9999997311268748,fairness,0.4131524108639353,0
random_target-001-risk,6,random_target,risk,risk,risk,False,,fairness,risk,0.0031970817439040786,0.9967523571126135,5.056114348244477e-05,1,1,1,0,0,0.9967523571126135,fairness,0.2885268982043127,0
random_target-001-risk,7,random_target,risk,risk,risk,False,,risk,risk,0.00025119047394274105,0.9997488051663548,4.359702606149607e-09,1,1,1,1,1,0.9997488051663548,risk,0.4572854817594004,1
random_target-001-risk,8,random_target,risk,risk,risk,False,,expertise,risk,2.0330072079082127e-05,0.9999796204347313,4.949318969999794e-08,1,1,1,0,0,0.9999796204347313,fairness,0.22122205266475822,0
random_target-002-expertise,1,random_target,expertise,expertise,expertise,False,,fairness,expertise,0.0001833729667517533,2.945733332669821e-05,0.9997871696999215,1,1,1,0,0,0.9997871696999215,fairness,0.3333333333333333,0
random_target-002-expertise,2,random_target,expertise,expertise,expertise,False,,fairness,expertise,3.712361979980119e-06,4.808081970919579e-09,0.999996282829938,1,1,1,0,0,0.999996282829938,fairness,0.2567070016638839,0
random_target-002-expertise,3,random_target,expertise,expertise,expertise,False,,fairness,expertise,0.0009510036536426725,3.948096221283341e-08,0.9990489568653952,1,1,1,0,0,0.9990489568653952,fairness,0.19158479912636983,0
random_target-002-expertise,4,random_target,expertise,expertise,expertise,False,,fairness,expertise,0.002177248732361795,9.8896642854974e-07,0.9978217623012097,1,1,1,0,0,0.9978217623012097,fairness,0.14658911757256776,0
random_target-002-expertise,5,random_target,expertise,expertise,expertise,False,,fairness,expertise,0.0965053506636921,5.694280829299001e-07,0.903494079908225,1,1,1,0,0,0.903494079908225,fairness,0.11976303267853333,0
random_target-002-expertise,6,random_target,expertise,expertise,expertise,False,,risk,expertise,9.905761821030961e-06,4.6223134184482994e-08,0.9999900480150448,1,1,1,0,0,0.9999900480150448,fairness,0.267893964632276,0
random_target-002-expertise,7,random_target,expertise,expertise,expertise,False,,expertise,expertise,0.00022575141242415838,1.0463238004510097e-06,0.9997732022637753,1,1,1,1,1,0.9997732022637753,fairness,0.3303249315294484,0
random_target-002-expertise,8,random_target,expertise,expertise,expertise,False,,expertise,expertise,0.023937715733559052,7.338280086392818e-07,0.9760615504384323,1,1,1,1,1,0.9760615504384323,expertise,0.4837043167010479,1
random_target-002-fairness,1,random_target,fairness,fairness,fairness,False,,expertise,fairness,0.9999783821036554,1.7307400504326348e-06,1.9887156294121625e-05,1,1,1,0,0,0.9999783821036554,fairness,0.3333333333333333,1
random_target-002-fairness,2,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999973097165805,1.6985925520122712e-06,9.91690867649639e-07,1,1,1,1,1,0.9999973097165805,fairness,0.41966561786679085,1
random_target-002-fairness,3,random_target,fairness,fairness,fairness,False,,risk,fairness,0.9998029711815937,3.455950485129431e-05,0.00016246931355493646,1,1,1,0,0,0.9998029711815937,risk,0.20126933381386136,0
random_target-002-fairness,4,random_target,fairness,fairness,fairness,False,,expertise,fairness,0.9834247601187647,3.3134284165188573e-06,0.01657192645281866,1,1,1,0,0,0.9834247601187647,expertise,0.33001894225824435,0
random_target-002-fairness,5,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999991044465493,2.478175308400439e-07,6.477359199928975e-07,1,1,1,1,1,0.9999991044465493,fairness,0.43550048934284336,1
random_target-002-fairness,6,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.9999899255549665,9.299641636274431e-09,1.0065145391799272e-05,1,1,1,1,1,0.9999899255549665,fairness,0.5767378602261801,1
random_target-002-fairness,7,random_target,fairness,fairness,fairness,False,,fairness,fairness,0.999980781037983,1.4521274720833656e-06,1.776683454491522e-05,1,1,1,1,1,0.999980781037983,fairness,0.6808121799723171,1
random_target-002-fairness,8,random_target,fairness,fairness,fairness,False,,risk,fairness,0.9997495547428218,9.204810976908417e-05,0.00015839714740900908,1,1,1,0,0,0.9997495547428218,fairness,0.3812496417192135,1
random_target-002-risk,1,random_target,risk,risk,risk,False,,fairness,risk,1.1915286864214953e-07,0.9999998690814853,1.1765646014173156e-08,1,1,1,0,0,0.9999998690814853,fairness,0.3333333333333333,0
random_target-002-risk,2,random_target,risk,risk,risk,False,,risk,risk,7.39072556166924e-09,0.9999999824761242,1.0133150454020301e-08,1,1,1,1,1,0.9999999824761242,risk,0.41966561786679085,1
random_target-002-risk,3,random_target,risk,risk,risk,False,,expertise,risk,2.8069218615662633e-06,0.999984263305129,1.2929773009623882e-05,1,1,1,0,0,0.999984263305129,expertise,0.20126933381386136,0
random_target-002-risk,4,random_target,risk,risk,risk,False,,fairness,risk,4.6191945778912786e-05,0.9999071044348302,4.670361939081074e-05,1,1,1,0,0,0.9999071044348302,fairness,0.33001894225824435,0
random_target-002-risk,5,random_target,risk,risk,risk,False,,risk,risk,2.035722729452724e-07,0.99998280870564,1.6987722086942996e-05,1,1,1,1,1,0.99998280870564,risk,0.43550048934284336,1
random_target-002-risk,6,random_target,risk,risk,risk,False,,risk,risk,1.0358279638582505e-07,0.9999995720185739,3.243986296287e-07,1,1,1,1,1,0.9999995720185739,risk,0.5767378602261801,1
random_target-002-risk,7,random_target,risk,risk,risk,False,,expertise,risk,1.914121794236366e-10,0.9999999904491189,9.359468925682054e-09,1,1,1,0,0,0.9999999904491189,expertise,0.29627655970195943,0
random_target-002-risk,8,random_target,risk,risk,risk,False,,fairness,risk,9.525321893532373e-11,0.9999999647020906,3.52026562042866e-08,1,1,1,0,0,0.9999999647020906,risk,0.41061145045313946,1
random_target-003-expertise,1,random_target,expertise,expertise,expertise,False,,risk,expertise,2.7635845423497583e-06,1.4536330220673447e-06,0.9999957827824356,1,1,1,0,0,0.9999957827824356,fairness,0.3333333333333333,0
random_target-003-expertise,2,random_target,expertise,expertise,expertise,False,,expertise,expertise,3.4763626886073785e-05,4.3316422141601346e-07,0.9999648032088926,1,1,1,1,1,0.9999648032088926,fairness,0.41966561786679085,0
random_target-003-expertise,3,random_target,expertise,expertise,expertise,False,,expertise,expertise,0.0001485718030699838,0.0011759843225373175,0.9986754438743928,1,1,1,1,1,0.9986754438743928,expertise,0.5636798785512066,1
random_target-003-expertise,4,random_target,expertise,expertise,expertise,False,,fairness,expertise,2.568721155051797e-06,1.0496987230781443e-06,0.9999963815801219,1,1,1,0,0,0.9999963815801219,fairness,0.28706117143190685,0
